StockCode,Quantity,InvoiceDate
21977,5,02-06-2023
84991,6,02-06-2023
85099B,2,02-06-2023
22197,5,02-06-2023
84879,8,02-06-2023
85123A,10,02-06-2023
84991,1,02-06-2023
21977,2,02-06-2023
85099B,1,02-06-2023
85123A,2,02-06-2023
85123A,12,02-06-2023
84879,16,02-06-2023
84879,8,02-06-2023
85123A,6,02-07-2022
85123A,6,02-07-2022
84077,48,02-07-2022
17003,36,02-07-2022
85099B,30,02-07-2022
85123A,-1,02-07-2022
21212,24,02-07-2022
85099B,10,02-07-2022
21977,48,02-07-2022
21212,48,02-07-2022
84991,24,02-07-2022
85099B,10,02-07-2022
21977,2,02-07-2022
84991,24,02-07-2022
85123A,32,02-07-2022
84991,2,02-07-2022
21212,2,02-07-2022
21977,2,02-07-2022
22197,6,02-07-2022
22197,6,02-07-2022
22197,100,02-07-2022
85099B,10,02-07-2022
84879,16,02-07-2022
85123A,3,02-07-2022
21212,2,02-07-2022
21977,1,02-07-2022
21212,6,02-07-2022
84991,5,02-07-2022
84879,32,02-07-2022
84879,16,02-07-2022
84879,32,02-07-2022
84879,16,02-08-2022
22197,12,02-08-2022
85099B,10,02-08-2022
85123A,6,02-08-2022
84879,8,02-08-2022
84077,48,02-08-2022
85099B,20,02-08-2022
85123A,6,02-08-2022
85099B,10,02-08-2022
21977,3,02-08-2022
21212,1,02-08-2022
84991,3,02-08-2022
85099B,3,02-08-2022
85123A,6,02-08-2022
85123A,1,02-08-2022
22197,3,02-08-2022
85123A,96,02-08-2022
84879,24,02-08-2022
21977,24,02-08-2022
84991,24,02-08-2022
85099B,20,02-08-2022
84991,24,02-08-2022
84991,24,02-08-2022
85099B,10,02-08-2022
21212,24,02-08-2022
84077,96,02-08-2022
85123A,6,02-08-2022
85099B,20,02-08-2022
84879,16,02-08-2022
21212,24,02-08-2022
84879,16,02-08-2022
84991,24,02-08-2023
85099B,10,02-08-2023
21212,24,02-08-2023
22197,36,02-08-2023
85099B,20,02-08-2023
85123A,32,02-08-2023
22197,-1,02-08-2023
85099B,-1,02-08-2023
85099B,10,02-08-2023
85099B,10,02-08-2023
84991,24,02-08-2023
21977,24,02-08-2023
21212,16,02-08-2023
22197,9,02-08-2023
17003,1,02-08-2023
85099B,1,02-08-2023
84879,16,02-08-2023
84991,1,02-08-2023
85099B,3,02-08-2023
84879,8,02-08-2023
85123A,-3,02-08-2023
84879,160,02-09-2022
84879,24,02-09-2022
21977,24,02-09-2022
84991,24,02-09-2022
84879,16,02-09-2022
85123A,32,02-09-2022
85123A,256,02-09-2022
85123A,24,02-09-2022
84991,48,02-09-2022
21212,24,02-09-2022
22197,36,02-09-2022
21977,24,02-09-2022
84991,120,02-09-2022
21212,120,02-09-2022
21977,120,02-09-2022
85123A,12,02-09-2022
21212,24,02-09-2022
21977,24,02-09-2022
85123A,6,02-09-2022
21212,24,02-09-2022
21212,3,02-09-2022
84991,5,02-09-2022
17003,36,02-09-2022
84991,24,02-09-2022
85123A,6,02-09-2022
84991,2,02-09-2022
22197,2,02-09-2022
84991,1,02-09-2022
85123A,10,02-09-2022
85099B,10,02-09-2022
85099B,10,02-09-2022
84991,5,02-09-2022
17003,-36,02-09-2022
85099B,30,02-09-2022
84077,192,02-09-2022
22492,36,02-09-2022
85099B,8,02-09-2022
21977,3,02-09-2022
84991,1,02-09-2022
21212,11,02-09-2022
84077,48,02-09-2022
85123A,32,02-09-2022
85099B,200,02-09-2022
22197,48,02-09-2022
85099B,400,02-09-2022
85123A,6,02-09-2022
84879,24,02-09-2022
21212,24,02-09-2022
84879,64,02-09-2022
85123A,32,02-09-2022
84991,1,02-09-2022
85123A,1,02-09-2022
21977,1,02-09-2022
22197,3,02-09-2022
17003,14,02-09-2022
21212,1,02-09-2022
85099B,30,02-09-2022
22492,36,02-09-2022
84991,24,02-09-2022
21212,24,02-09-2022
85099B,5,02-09-2022
85099B,10,02-09-2023
22197,12,02-09-2023
21212,48,02-09-2023
85123A,96,02-09-2023
85123A,4,02-09-2023
21212,1,02-09-2023
17003,1,02-09-2023
84879,8,02-09-2023
85099B,2,02-09-2023
85123A,1,02-09-2023
22197,2,02-09-2023
85099B,17,02-09-2023
22492,1,02-09-2023
85099B,3,02-09-2023
85123A,1,02-09-2023
21212,24,02-09-2023
85099B,10,02-09-2023
85123A,-8,02-09-2023
85099B,10,02-09-2023
22197,400,02-09-2023
85099B,10,02-09-2023
85123A,18,02-09-2023
22197,100,02-09-2023
85099B,12,02-09-2023
21977,24,02-09-2023
84991,24,02-09-2023
84077,48,02-09-2023
21977,2,02-09-2023
84991,2,02-09-2023
85123A,12,02-09-2023
85099B,30,02-09-2023
21977,120,02-09-2023
21212,120,02-09-2023
85099B,30,02-09-2023
22197,12,02-09-2023
84879,8,02-09-2023
21212,24,02-09-2023
85099B,10,02-09-2023
22197,37,02-09-2023
21212,11,02-09-2023
85099B,-1,02-09-2023
22492,1,02-09-2023
21977,1,02-09-2023
84991,1,02-09-2023
85099B,5,02-09-2023
21212,1,02-09-2023
22197,4,02-09-2023
85099B,4,02-09-2023
85123A,2,02-09-2023
22197,100,02-09-2023
85123A,32,02-09-2023
22197,-2,02-09-2023
85123A,2,02-10-2023
85123A,4,02-10-2023
85123A,2,02-10-2023
84879,8,02-10-2023
84879,8,02-10-2023
85099B,2,02-10-2023
22197,10,02-10-2023
85123A,1,02-10-2023
17003,27,02-10-2023
85099B,3,02-10-2023
85099B,1,02-10-2023
21212,4,02-10-2023
84991,6,02-10-2023
84077,48,02-10-2023
22197,2,02-10-2023
21212,2,02-10-2023
21977,2,02-10-2023
84077,48,02-10-2023
22197,25,02-10-2023
22197,2,02-10-2023
84879,8,02-10-2023
21212,1,02-10-2023
21977,2,02-10-2023
85123A,1,02-10-2023
85123A,3,02-10-2023
21212,1,02-10-2023
85123A,8,02-10-2023
21212,3,02-10-2023
84879,32,02-11-2022
21977,-24,02-11-2022
85123A,5,02-11-2022
84879,16,02-11-2022
85123A,18,02-11-2022
85099B,20,02-11-2022
22197,23,02-11-2022
22197,12,02-11-2022
84879,32,02-11-2022
85123A,3,02-11-2022
85123A,4,02-11-2022
85123A,6,02-11-2022
84991,24,02-11-2022
84077,48,02-11-2022
21212,24,02-11-2022
22197,10,02-11-2022
85099B,20,02-11-2022
85099B,40,02-11-2022
85099B,10,02-11-2022
85123A,2,02-11-2022
84879,8,02-11-2022
84879,16,02-11-2022
21212,11,02-11-2022
84991,360,02-11-2022
21212,360,02-11-2022
21977,360,02-11-2022
84991,9,02-11-2022
22197,20,02-11-2022
85123A,6,02-11-2022
21212,2,02-11-2022
22197,1,02-11-2022
84077,3,02-11-2022
85099B,4,02-11-2022
17003,3,02-11-2022
85123A,16,02-11-2022
21977,1,02-11-2022
85099B,100,02-11-2022
85123A,32,02-11-2022
22197,12,02-11-2022
84879,16,02-11-2022
85123A,32,02-11-2022
84879,32,02-11-2022
85123A,32,02-11-2022
85123A,12,02-11-2022
85123A,8,02-11-2022
22197,20,02-11-2022
85123A,9,02-11-2022
85123A,6,02-11-2022
21212,120,02-11-2022
84879,24,02-11-2022
84077,48,02-11-2022
22197,12,02-11-2022
22197,12,02-11-2022
85099B,20,02-11-2022
22197,14,02-11-2022
84879,160,02-11-2022
21977,24,02-11-2022
22197,-1,02-11-2023
22197,100,02-11-2023
22197,12,02-11-2023
84879,16,02-11-2023
85123A,6,02-11-2023
21212,24,02-11-2023
84879,8,02-11-2023
84879,8,02-11-2023
84879,32,02-11-2023
85123A,3,02-11-2023
84077,48,02-11-2023
21212,24,02-11-2023
84879,24,02-11-2023
22197,36,02-11-2023
22197,4,02-11-2023
84991,1,02-11-2023
21212,1,02-11-2023
84077,144,02-11-2023
84991,24,02-11-2023
21212,24,02-11-2023
84879,8,02-11-2023
85099B,2,02-11-2023
85099B,6,02-11-2023
84077,48,02-11-2023
85123A,5,02-11-2023
21212,1,02-11-2023
21977,1,02-11-2023
21977,1,02-11-2023
22492,36,02-11-2023
84879,8,02-11-2023
21212,24,02-11-2023
84991,1,02-11-2023
21212,1,02-11-2023
84077,48,02-11-2023
85123A,32,02-11-2023
85099B,200,02-11-2023
21212,120,02-11-2023
85123A,32,02-11-2023
85099B,20,02-11-2023
85099B,10,02-11-2023
21977,1,02-11-2023
22197,11,02-11-2023
84991,1,02-11-2023
85099B,5,02-11-2023
85123A,2,02-11-2023
22197,4,02-11-2023
22492,4,02-11-2023
85099B,1,02-11-2023
22197,3,02-11-2023
22197,2,02-11-2023
84879,24,02-11-2023
21212,120,02-12-2021
21977,120,02-12-2021
21212,48,02-12-2021
21977,24,02-12-2021
84991,72,02-12-2021
22197,12,02-12-2021
85123A,6,02-12-2021
85099B,60,02-12-2021
85123A,64,02-12-2021
84879,8,02-12-2021
85123A,6,02-12-2021
84879,24,02-12-2021
85123A,12,02-12-2021
21212,24,02-12-2021
85123A,6,02-12-2021
21212,24,02-12-2021
84879,8,02-12-2021
85099B,10,02-12-2021
85123A,64,02-12-2021
22197,120,02-12-2021
21212,120,02-12-2021
85099B,100,02-12-2021
84077,288,02-12-2021
21212,120,02-12-2021
22197,300,02-12-2021
21212,24,02-12-2021
21977,24,02-12-2021
21977,2,02-12-2021
21212,1,02-12-2021
84991,1,02-12-2021
17003,2,02-12-2021
85099B,2,02-12-2021
22197,3,02-12-2021
85123A,8,02-12-2021
85123A,6,02-12-2021
85123A,12,02-12-2021
84879,16,02-12-2021
21212,24,02-12-2021
85099B,4,02-12-2021
17003,36,02-12-2021
85099B,6,02-12-2021
84077,3,02-12-2021
21212,24,02-12-2021
84991,3,02-12-2021
21212,4,02-12-2021
21977,4,02-12-2021
85123A,8,02-12-2021
21212,4,02-12-2021
21212,1,02-12-2021
84991,24,02-12-2021
84077,48,02-12-2021
84077,96,02-12-2021
84879,2,02-12-2021
22197,10,02-12-2021
21212,2,02-12-2021
85123A,1,02-12-2021
84991,5,02-12-2021
21212,10,02-12-2021
85099B,4,02-12-2021
84991,2,02-12-2021
85123A,8,02-12-2021
85099B,3,02-12-2021
85123A,10,02-12-2021
84991,2,02-12-2021
22197,8,02-12-2021
21212,9,02-12-2021
85123A,1,02-12-2021
22197,3,02-12-2021
84879,2,02-12-2021
84991,2,02-12-2021
21212,16,02-12-2021
21977,1,02-12-2021
85123A,46,02-12-2021
85123A,10,02-12-2021
84879,24,02-12-2021
85099B,4,02-12-2021
84879,5,02-12-2021
85099B,30,02-12-2021
85099B,20,02-12-2021
85099B,2,02-12-2021
85099B,1,02-12-2021
84879,32,02-12-2021
85123A,480,02-12-2021
85123A,2,02-12-2021
21212,24,02-12-2021
84991,48,02-12-2021
85123A,6,02-12-2022
85123A,6,02-12-2022
85099B,10,02-12-2022
84879,8,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
84077,48,02-12-2022
22197,48,02-12-2022
84077,48,02-12-2022
21212,120,02-12-2022
21977,120,02-12-2022
84991,120,02-12-2022
22492,72,02-12-2022
21212,24,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
85099B,10,02-12-2022
21212,1,02-12-2022
22197,1,02-12-2022
84991,24,02-12-2022
85099B,2,02-12-2022
85099B,3,02-12-2022
84879,8,02-12-2022
85123A,12,02-12-2022
85123A,6,02-12-2022
21212,24,02-12-2022
84879,8,02-12-2022
21212,2,02-12-2022
84879,1,02-12-2022
85123A,1,02-12-2022
85123A,12,02-12-2022
85123A,6,02-12-2022
22197,3,02-12-2022
22197,3,02-12-2022
85123A,12,02-12-2022
21212,24,02-12-2022
85099B,20,02-12-2022
22197,12,02-12-2022
22492,144,02-12-2022
21212,120,02-12-2022
21212,120,02-12-2022
84879,320,02-12-2022
85123A,6,02-12-2022
85123A,12,02-12-2022
85123A,32,02-12-2022
84879,1,02-12-2022
84879,5,02-12-2022
85099B,3,02-12-2022
84879,48,02-12-2022
22492,72,02-12-2022
17003,36,02-12-2022
22197,5,02-12-2022
85123A,160,02-12-2022
22197,-2,02-12-2022
84077,2880,02-12-2022
85123A,6,02-12-2022
22197,2,02-12-2022
85123A,2,02-12-2022
84077,288,02-12-2022
84879,96,02-12-2022
84879,8,02-12-2022
21977,24,02-12-2022
84991,24,02-12-2022
21212,24,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
85099B,10,02-12-2022
84879,8,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
84077,48,02-12-2022
22197,48,02-12-2022
84077,48,02-12-2022
21212,120,02-12-2022
21977,120,02-12-2022
84991,120,02-12-2022
22492,72,02-12-2022
21212,24,02-12-2022
85123A,6,02-12-2022
85123A,6,02-12-2022
85099B,10,02-12-2022
21212,1,02-12-2022
22197,1,02-12-2022
84991,24,02-12-2022
85099B,2,02-12-2022
85099B,3,02-12-2022
84879,8,02-12-2022
85123A,12,02-12-2022
85123A,6,02-12-2022
21212,24,02-12-2022
84879,8,02-12-2022
21212,2,02-12-2022
84879,1,02-12-2022
85123A,1,02-12-2022
85123A,12,02-12-2022
85123A,6,02-12-2022
22197,3,02-12-2022
22197,3,02-12-2022
85123A,12,02-12-2022
21212,24,02-12-2022
85099B,20,02-12-2022
22197,12,02-12-2022
22492,144,02-12-2022
21212,120,02-12-2022
21212,120,02-12-2022
84879,320,02-12-2022
85123A,6,02-12-2022
85123A,12,02-12-2022
85123A,32,02-12-2022
84879,1,02-12-2022
84879,5,02-12-2022
85099B,3,02-12-2022
84879,48,02-12-2022
22492,72,02-12-2022
17003,36,02-12-2022
22197,5,02-12-2022
85123A,160,02-12-2022
22197,-2,02-12-2022
84077,2880,02-12-2022
85123A,6,02-12-2022
22197,2,02-12-2022
85123A,2,02-12-2022
84077,288,02-12-2022
84879,96,02-12-2022
84879,8,02-12-2022
21977,24,02-12-2022
84991,24,02-12-2022
21212,24,02-12-2022
84991,24,02-12-2023
21212,41,02-12-2023
22197,48,02-12-2023
85099B,3,02-12-2023
21212,24,02-12-2023
85099B,10,02-12-2023
85123A,3,02-12-2023
84991,2,02-12-2023
84879,40,02-12-2023
22197,1000,02-12-2023
22197,100,02-12-2023
22197,10,02-12-2023
84879,8,02-12-2023
21212,24,02-12-2023
84879,32,02-12-2023
85123A,3,02-12-2023
84077,48,02-12-2023
84879,160,02-12-2023
84879,48,02-12-2023
85123A,2,02-12-2023
85123A,64,02-12-2023
85099B,400,02-12-2023
22492,36,02-12-2023
84879,40,02-12-2023
22197,60,02-12-2023
21977,2,02-12-2023
21212,2,02-12-2023
84879,8,02-12-2023
85123A,6,02-12-2023
85099B,10,02-12-2023
21212,24,02-12-2023
85099B,20,02-12-2023
84879,160,02-12-2023
22197,100,02-12-2023
85123A,32,02-12-2023
85123A,6,02-12-2023
22197,2,02-12-2023
84879,8,02-12-2023
17003,1,02-12-2023
21212,1,02-12-2023
21977,4,02-12-2023
22197,49,02-12-2023
84991,1,02-12-2023
85123A,1,02-12-2023
85099B,50,02-12-2023
84077,48,02-12-2023
85123A,24,03-02-2022
21977,1,03-02-2022
22197,3,03-02-2022
84879,24,03-02-2022
84077,48,03-02-2022
84879,16,03-02-2022
85099B,20,03-02-2022
85123A,12,03-02-2022
85123A,6,03-02-2022
85123A,32,03-02-2022
85123A,3,03-02-2022
22197,7,03-02-2022
21212,24,03-02-2022
85123A,-1,03-02-2022
85123A,32,03-02-2022
85123A,2,03-02-2022
21977,24,03-02-2022
85099B,10,03-02-2022
21977,24,03-02-2022
84991,24,03-02-2022
84879,8,03-02-2022
85123A,32,03-02-2022
85123A,18,03-02-2022
21977,4,03-02-2022
85099B,10,03-02-2022
85123A,32,03-02-2022
84077,48,03-02-2022
85099B,10,03-02-2022
21977,1,03-02-2022
22197,6,03-02-2022
21212,2,03-02-2022
21977,1,03-02-2022
84991,2,03-02-2022
85123A,6,03-02-2023
84879,8,03-02-2023
85123A,1,03-02-2023
84077,2592,03-02-2023
85123A,4,03-02-2023
85099B,100,03-02-2023
21977,480,03-02-2023
21212,120,03-02-2023
84879,8,03-02-2023
85123A,3,03-02-2023
85099B,16,03-02-2023
85123A,2,03-02-2023
84879,8,03-02-2023
21212,4,03-02-2023
85123A,32,03-02-2023
84991,24,03-02-2023
21212,24,03-02-2023
21977,24,03-02-2023
85123A,6,03-02-2023
85099B,10,03-02-2023
85123A,6,03-02-2023
84077,48,03-02-2023
84991,24,03-02-2023
84991,12,03-02-2023
21212,12,03-02-2023
85123A,3,03-02-2023
85099B,10,03-03-2022
84879,8,03-03-2022
85123A,12,03-03-2022
85123A,12,03-03-2022
21212,240,03-03-2022
84991,240,03-03-2022
85099B,10,03-03-2022
84879,24,03-03-2022
85123A,64,03-03-2022
21977,24,03-03-2022
21212,48,03-03-2022
84879,16,03-03-2022
84991,24,03-03-2022
21977,48,03-03-2022
85123A,64,03-03-2022
85123A,7,03-03-2022
85123A,6,03-03-2022
21212,24,03-03-2022
85123A,1,03-03-2022
85123A,1,03-03-2022
85123A,3,03-03-2022
84991,1,03-03-2022
84991,1,03-03-2022
85123A,1,03-03-2022
85099B,20,03-03-2022
21977,48,03-03-2022
84991,120,03-03-2022
21212,24,03-03-2022
85123A,6,03-03-2022
85099B,10,03-03-2022
84077,144,03-03-2022
85123A,32,03-03-2022
85123A,2,03-03-2022
85123A,1,03-03-2022
85099B,1,03-03-2022
85123A,2,03-03-2022
85099B,10,03-03-2022
84879,8,03-03-2022
17003,2,03-03-2022
21212,2,03-03-2022
85123A,-1,03-03-2022
21977,24,03-03-2023
21212,24,03-03-2023
85099B,10,03-03-2023
21977,1,03-03-2023
84879,8,03-03-2023
85123A,2,03-03-2023
85123A,11,03-03-2023
84991,24,03-03-2023
22197,100,03-03-2023
84879,16,03-03-2023
85123A,2,03-03-2023
22197,-5,03-03-2023
21977,24,03-03-2023
22197,12,03-03-2023
85099B,10,03-03-2023
22197,12,03-03-2023
85123A,12,03-03-2023
85099B,10,03-03-2023
85123A,6,03-03-2023
21212,1,03-03-2023
22197,10,03-03-2023
85123A,2,03-03-2023
85123A,17,03-03-2023
84991,1,03-03-2023
84879,16,03-03-2023
85123A,32,03-03-2023
84879,8,03-03-2023
85123A,12,03-03-2023
85123A,64,03-04-2023
22197,6,03-04-2023
21977,3,03-04-2023
21212,3,03-04-2023
85123A,1,03-04-2023
85123A,2,03-04-2023
85123A,3,03-04-2023
84077,576,03-04-2023
85099B,10,03-04-2023
22197,22,03-04-2023
85123A,3,03-04-2023
21977,6,03-04-2023
84991,6,03-04-2023
22492,36,03-04-2023
22197,12,03-04-2023
85123A,3,03-04-2023
84991,1,03-04-2023
21977,1,03-04-2023
22197,3,03-04-2023
21212,6,03-04-2023
84991,1,03-04-2023
21977,1,03-04-2023
85123A,1,03-04-2023
17003,13,03-04-2023
85123A,1,03-05-2023
85123A,6,03-05-2023
84077,48,03-05-2023
22492,36,03-05-2023
84879,8,03-05-2023
21212,17,03-05-2023
84991,3,03-05-2023
21977,24,03-05-2023
84991,24,03-05-2023
84879,8,03-05-2023
85123A,6,03-05-2023
84879,8,03-05-2023
21212,24,03-05-2023
85099B,10,03-05-2023
85123A,192,03-05-2023
85099B,20,03-05-2023
85123A,12,03-05-2023
21212,24,03-05-2023
22197,15,03-05-2023
85123A,6,03-05-2023
84879,16,03-05-2023
85099B,20,03-05-2023
17003,6,03-05-2023
85123A,12,03-05-2023
85123A,32,03-05-2023
21212,24,03-05-2023
21212,24,03-05-2023
21977,24,03-05-2023
85123A,32,03-05-2023
85123A,6,03-05-2023
84879,12,03-05-2023
22197,24,03-05-2023
85123A,6,03-05-2023
21212,3,03-05-2023
21977,1,03-05-2023
84991,1,03-05-2023
85099B,1,03-05-2023
21977,1,03-05-2023
85123A,6,03-05-2023
84077,48,03-06-2022
85123A,6,03-06-2022
22492,36,03-06-2022
21212,240,03-06-2022
85099B,100,03-06-2022
85123A,6,03-06-2022
85123A,19,03-06-2022
22197,12,03-06-2022
85099B,10,03-06-2022
22197,15,03-06-2022
21212,24,03-06-2022
22197,12,03-06-2022
84991,24,03-06-2022
21212,24,03-06-2022
22492,72,03-06-2022
84077,48,03-06-2022
85099B,29,03-06-2022
85099B,1,03-06-2022
22492,36,03-06-2022
85123A,2,03-06-2022
21212,4,03-06-2022
21977,2,03-06-2022
22197,3,03-06-2022
22492,2,03-06-2022
17003,1,03-06-2022
85123A,2,03-06-2022
21212,24,03-06-2022
21977,24,03-06-2022
84991,24,03-06-2022
84879,8,03-06-2022
85123A,6,03-06-2022
21977,24,03-06-2022
85099B,10,03-06-2022
84879,16,03-06-2022
85123A,1,03-06-2022
84879,32,03-06-2022
85123A,18,03-06-2022
84077,2,03-06-2022
85123A,64,03-06-2022
21212,-24,03-06-2022
22197,-5,03-06-2022
17003,36,03-06-2022
85123A,32,03-06-2022
85099B,10,03-06-2023
84879,16,03-06-2023
85123A,12,03-06-2023
85123A,12,03-06-2023
85099B,10,03-06-2023
85123A,5,03-06-2023
85099B,2,03-06-2023
22197,360,03-06-2023
84077,48,03-06-2023
84879,32,03-06-2023
85099B,10,03-06-2023
22197,2,03-06-2023
84879,8,03-06-2023
84879,8,03-06-2023
21212,3,03-06-2023
21977,1,03-06-2023
22197,6,03-06-2023
84991,1,03-06-2023
85099B,1,03-06-2023
85123A,9,03-07-2023
21977,24,03-07-2023
85123A,6,03-07-2023
85099B,4,03-07-2023
85123A,3,03-07-2023
84991,1,03-07-2023
21212,1,03-07-2023
22492,108,03-08-2022
22197,-1,03-08-2022
85123A,6,03-08-2022
85123A,6,03-08-2022
85123A,12,03-08-2022
21212,24,03-08-2022
85123A,32,03-08-2022
85099B,10,03-08-2022
85099B,10,03-08-2022
84991,1,03-08-2022
22197,4,03-08-2022
21212,24,03-08-2022
84077,2304,03-08-2022
85123A,3,03-08-2022
22197,-1,03-08-2022
85123A,-1,03-08-2022
85099B,-1,03-08-2022
85099B,10,03-08-2022
22197,6,03-08-2022
85099B,30,03-08-2022
21977,24,03-08-2022
85123A,4,03-08-2022
85099B,10,03-08-2022
84879,72,03-08-2022
84077,48,03-08-2022
21977,48,03-08-2022
84991,4,03-08-2022
22197,6,03-08-2022
21212,6,03-08-2022
21977,7,03-08-2022
84991,7,03-08-2022
85123A,12,03-08-2022
85099B,10,03-08-2022
85099B,3,03-08-2022
85099B,2,03-08-2022
85123A,1,03-08-2022
84077,10,03-08-2022
85099B,2,03-08-2022
22197,2,03-08-2022
85099B,1,03-08-2022
22197,6,03-08-2022
85099B,6,03-08-2022
85123A,6,03-08-2023
85099B,10,03-08-2023
85099B,10,03-08-2023
22197,12,03-08-2023
22492,36,03-08-2023
84879,2,03-08-2023
22492,72,03-08-2023
84879,32,03-08-2023
85123A,32,03-08-2023
85123A,12,03-08-2023
85123A,5,03-08-2023
85099B,-100,03-08-2023
85099B,2,03-08-2023
84879,8,03-08-2023
21977,24,03-08-2023
85123A,3,03-08-2023
85123A,1,03-08-2023
84879,16,03-08-2023
21212,120,03-08-2023
21977,24,03-08-2023
85123A,6,03-08-2023
84879,16,03-08-2023
21977,6,03-08-2023
84991,6,03-08-2023
21212,6,03-08-2023
17003,36,03-08-2023
85099B,10,03-08-2023
84991,24,03-08-2023
21977,24,03-08-2023
84077,48,03-08-2023
85123A,12,03-08-2023
85123A,12,03-08-2023
84879,8,03-08-2023
22197,2,03-08-2023
85123A,2,03-08-2023
85099B,4,03-08-2023
21212,1,03-08-2023
22197,1,03-08-2023
84991,2,03-08-2023
85099B,2,03-08-2023
84077,48,03-08-2023
84879,16,03-09-2022
85123A,18,03-09-2022
84879,96,03-09-2022
85123A,48,03-09-2022
85123A,2,03-09-2022
84879,160,03-09-2022
84991,24,03-09-2022
85123A,32,03-09-2022
21977,24,03-09-2022
85099B,100,03-09-2022
85123A,-1,03-09-2022
21212,120,03-09-2022
84879,240,03-09-2022
85099B,10,03-09-2022
85099B,100,03-09-2022
84879,16,03-09-2022
85123A,32,03-09-2022
85123A,18,03-09-2022
85099B,500,03-09-2022
17003,7128,03-09-2022
17003,3960,03-09-2022
84077,48,03-09-2022
84077,1440,03-09-2022
84991,24,03-09-2022
21212,24,03-09-2022
17003,36,03-09-2022
85099B,10,03-09-2022
85099B,100,03-09-2022
85099B,200,03-09-2022
85099B,100,03-09-2022
22197,12,03-09-2022
84879,24,03-09-2022
85123A,12,03-09-2022
85099B,1,03-09-2022
85099B,10,03-09-2022
85099B,1,03-09-2022
21212,4,03-09-2022
21977,2,03-09-2022
22197,2,03-09-2022
85123A,1,03-09-2022
21212,24,03-09-2022
21212,24,03-10-2022
85123A,12,03-10-2022
84879,8,03-10-2022
84077,48,03-10-2022
85099B,3,03-10-2022
85123A,5,03-10-2022
21977,48,03-10-2022
84991,48,03-10-2022
22197,12,03-10-2022
85099B,10,03-10-2022
21212,24,03-10-2022
84991,24,03-10-2022
85099B,1,03-10-2022
21212,24,03-10-2022
85099B,10,03-10-2022
85099B,3,03-10-2022
85123A,6,03-10-2022
17003,4,03-10-2022
22197,2,03-10-2022
84879,2,03-10-2022
22197,1,03-10-2022
84991,1,03-10-2022
22197,4,03-10-2022
22197,4,03-10-2022
85123A,30,03-10-2022
84879,40,03-10-2022
22197,12,03-10-2022
21212,5,03-10-2022
85099B,2,03-10-2022
84991,1,03-10-2022
21977,1,03-10-2022
21212,1,03-10-2022
84879,8,03-10-2022
85123A,2,03-10-2022
85123A,2,03-10-2022
84991,48,03-10-2022
21212,48,03-10-2022
21977,48,03-10-2022
84077,96,03-10-2022
84879,5,03-10-2022
85123A,2,03-10-2022
85123A,3,03-10-2022
21212,24,03-10-2022
85123A,8,03-10-2022
85099B,20,03-10-2022
85099B,20,03-10-2022
21212,1,03-10-2022
85123A,10,03-10-2022
21212,1,03-10-2022
84879,4,03-10-2022
21212,1,03-10-2022
85123A,1,03-10-2022
21212,1,03-10-2022
84879,3,03-10-2022
22197,-2,03-10-2022
85123A,10,03-10-2022
85099B,10,03-10-2022
85123A,5,03-10-2022
84879,16,03-10-2022
85099B,10,03-10-2022
84879,24,03-10-2022
85099B,20,03-10-2022
21977,24,03-10-2023
21977,2,03-10-2023
22197,6,03-10-2023
84077,7,03-10-2023
85123A,1,03-10-2023
84077,96,03-10-2023
84077,48,03-10-2023
84879,32,03-10-2023
84879,16,03-10-2023
85123A,12,03-10-2023
85123A,3,03-10-2023
84991,2,03-10-2023
85099B,5,03-10-2023
22197,5,03-10-2023
22197,12,03-10-2023
85123A,6,03-10-2023
85099B,2,03-10-2023
85099B,1,03-10-2023
22197,40,03-10-2023
22197,12,03-10-2023
17003,36,03-10-2023
84879,8,03-10-2023
85099B,30,03-10-2023
84879,16,03-10-2023
22197,1,03-10-2023
21212,1,03-10-2023
22492,4,03-10-2023
84991,1,03-10-2023
85099B,4,03-10-2023
84991,1,03-10-2023
85099B,1,03-10-2023
85123A,1,03-10-2023
21212,1,03-10-2023
21212,24,03-10-2023
84991,24,03-10-2023
22197,36,03-11-2022
21977,1,03-11-2022
22197,2,03-11-2022
85099B,4,03-11-2022
85123A,3,03-11-2022
85123A,1,03-11-2022
85123A,6,03-11-2022
85099B,10,03-11-2022
21212,24,03-11-2022
21977,24,03-11-2022
85099B,10,03-11-2022
85123A,64,03-11-2022
22197,100,03-11-2022
85099B,100,03-11-2022
85123A,64,03-11-2022
84879,32,03-11-2022
85123A,12,03-11-2022
84879,16,03-11-2022
85123A,3,03-11-2022
22197,6,03-11-2022
85123A,320,03-11-2022
84879,16,03-11-2022
85099B,10,03-11-2022
85099B,10,03-11-2022
85099B,10,03-11-2022
21212,24,03-11-2022
84991,24,03-11-2022
22197,10,03-11-2022
22197,10,03-11-2022
22197,6,03-11-2022
85099B,2,03-11-2022
85099B,3,03-11-2022
17003,9,03-11-2022
22197,2,03-11-2022
